student_id,origin_country,destination_country,destination_city,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score
S02126,Ireland,UK,London,King's College London,Design,Engineering,2022,Yes,Political Stability,2024,Placed,UK,Facebook,73472,2.54,J1,OPT,Duolingo,6.2
S02127,India,Canada,Kingston,Queen's University,Medicine,Computer Science,2022,Yes,Quality of Life,2023,Placed,Canada,Facebook,139944,3.22,J1,Blue Card,Duolingo,7.9
S02128,UAE,South Africa,Durban,University of KwaZulu-Natal,Mechanical Engineering,Law,2023,No,Political Stability,2026,Not Placed,N/A,N/A,0,2.66,Schengen Student Visa,Blue Card,Duolingo,8.6
S02129,Russia,South Africa,Johannesburg,University of Johannesburg,Psychology,Engineering,2021,Yes,Political Stability,2023,Not Placed,N/A,N/A,0,3.24,Study Permit,PSW,IELTS,6.8
S02130,Germany,USA,San Francisco,UC Berkeley,Civil Engineering,Business,2019,Yes,Political Stability,2020,Not Placed,N/A,N/A,0,2.79,Schengen Student Visa,Blue Card,PTE,8.6
S02131,Finland,UAE,Dubai,Manipal Academy Dubai,Electrical Engineering,Computer Science,2021,No,Job Opportunities,2022,Placed,UAE,Microsoft,90204,2.67,Student Visa,Work Permit,PTE,5.8
S02132,South Africa,Canada,Toronto,University of Toronto,Architecture,Law,2020,No,Quality of Life,2022,Placed,Canada,Intel,118794,2.78,Study Permit,Blue Card,None,0
S02133,Ireland,South Africa,Grahamstown,Rhodes University,Law,Medicine,2019,No,Job Opportunities,2022,Placed,South Africa,Microsoft,82364,3.96,Study Permit,PSW,IELTS,7.6
S02134,South Africa,Canada,Montreal,McGill University,Finance,Law,2023,Yes,Job Opportunities,2026,Placed,Canada,Apple,53901,3.1,Tier 4,OPT,Duolingo,6.9
S02135,Canada,Russia,Novosibirsk,Novosibirsk State University,Civil Engineering,Business,2022,No,Scholarship,2023,Not Placed,N/A,N/A,0,2.82,Study Permit,Blue Card,None,0
S02136,USA,Russia,Moscow,Lomonosov Moscow State University,Civil Engineering,Social Sciences,2023,No,Political Stability,2025,Not Placed,N/A,N/A,0,3.93,J1,Blue Card,None,0
S02137,Ireland,India,Delhi,JNU Delhi,Law,Engineering,2019,Yes,Quality of Life,2022,Placed,India,Amazon,147654,3.55,Schengen Student Visa,Work Permit,Duolingo,6.7
S02138,Ireland,India,Delhi,JNU Delhi,Electrical Engineering,Natural Sciences,2019,Yes,Quality of Life,2022,Not Placed,N/A,N/A,0,3.41,J1,Work Permit,Duolingo,6.7
S02139,Canada,South Africa,Grahamstown,Rhodes University,Business Administration,Social Sciences,2020,Yes,Political Stability,2022,Not Placed,N/A,N/A,0,3.02,Student Visa,OPT,PTE,6.2
S02140,India,Germany,Aachen,RWTH Aachen,Finance,Medicine,2020,Yes,Higher Ranking,2022,Placed,Germany,Siemens,36212,3.27,J1,Post-Study Visa,PTE,5.7
S02141,South Africa,UK,London,Imperial College London,Civil Engineering,Law,2020,No,Job Opportunities,2022,Not Placed,N/A,N/A,0,2.94,J1,PSW,TOEFL,5.6
S02142,Ireland,USA,Boston,MIT,Data Science,Arts,2022,No,Higher Ranking,2024,Placed,USA,Amazon,141863,3.26,Schengen Student Visa,Work Permit,Duolingo,8.6
S02143,Germany,UAE,Dubai,Manipal Academy Dubai,Civil Engineering,Medicine,2019,No,Higher Ranking,2022,Not Placed,N/A,N/A,0,3.99,Student Visa,Work Permit,Duolingo,5.3
S02144,Canada,UK,Cambridge,University of Cambridge,Medicine,Natural Sciences,2020,No,Higher Ranking,2021,Placed,UK,Siemens,30360,3.22,Tier 4,Blue Card,None,0
S02145,Germany,Russia,Saint Petersburg,Saint Petersburg State University,Data Science,Arts,2019,Yes,Political Stability,2020,Not Placed,N/A,N/A,0,3.79,J1,Blue Card,TOEFL,5.5
S02146,Ireland,UK,Oxford,University of Oxford,Data Science,Computer Science,2022,Yes,Higher Ranking,2023,Not Placed,N/A,N/A,0,3.02,F1,OPT,TOEFL,8.8
S02147,India,Canada,Vancouver,Simon Fraser University,Computer Science,Business,2020,Yes,Scholarship,2023,Placed,Canada,Siemens,89268,3.97,F1,PSW,Duolingo,8.6
S02148,Ireland,South Africa,Stellenbosch,Stellenbosch University,Design,Computer Science,2023,Yes,Job Opportunities,2026,Not Placed,N/A,N/A,0,3.06,F1,OPT,Duolingo,8.3
S02149,Canada,UAE,Dubai,Middlesex University Dubai,Political Science,Engineering,2020,Yes,Job Opportunities,2023,Placed,UAE,Microsoft,141708,3.58,F1,Work Permit,Duolingo,7.5
S02150,Germany,Finland,Lappeenranta,LUT University,Psychology,Business,2019,Yes,Job Opportunities,2020,Not Placed,N/A,N/A,0,2.67,Schengen Student Visa,Post-Study Visa,IELTS,5.1
S02151,India,UAE,Dubai,Middlesex University Dubai,Economics,Arts,2020,Yes,Scholarship,2023,Not Placed,N/A,N/A,0,3.16,Tier 4,OPT,IELTS,7.1
S02152,UAE,Canada,London,Western University,Finance,Computer Science,2020,Yes,Quality of Life,2023,Not Placed,N/A,N/A,0,3.76,F1,Post-Study Visa,None,0
S02153,UK,South Africa,Grahamstown,Rhodes University,Medicine,Arts,2019,No,Job Opportunities,2020,Placed,South Africa,McKinsey,36998,3.1,F1,Blue Card,None,0
S02154,India,UAE,Sharjah,American University of Sharjah,Design,Arts,2019,Yes,Job Opportunities,2022,Placed,UAE,IBM,38255,3.73,Study Permit,Work Permit,None,0
S02155,Finland,South Africa,Grahamstown,Rhodes University,Biotechnology,Engineering,2021,Yes,Quality of Life,2022,Not Placed,N/A,N/A,0,3.06,Study Permit,Work Permit,None,0
S02156,Finland,Canada,Ottawa,University of Ottawa,Political Science,Arts,2019,Yes,Job Opportunities,2020,Not Placed,N/A,N/A,0,3.09,J1,Blue Card,None,0
S02157,Russia,South Africa,Grahamstown,Rhodes University,Psychology,Natural Sciences,2023,Yes,Job Opportunities,2025,Not Placed,N/A,N/A,0,2.65,Study Permit,PSW,PTE,5.3
S02158,Finland,Germany,Heidelberg,Heidelberg University,Business Administration,Arts,2019,No,Political Stability,2020,Not Placed,N/A,N/A,0,3.29,Study Permit,Work Permit,PTE,7.4
S02159,Ireland,USA,Boston,Harvard University,Finance,Natural Sciences,2020,Yes,Job Opportunities,2021,Not Placed,N/A,N/A,0,3.07,Tier 4,OPT,IELTS,7.8
S02160,India,Germany,Stuttgart,University of Stuttgart,Architecture,Social Sciences,2019,Yes,Political Stability,2021,Not Placed,N/A,N/A,0,3.46,Tier 4,Blue Card,IELTS,7.9
S02161,Canada,Finland,Tampere,Tampere University,Civil Engineering,Social Sciences,2019,No,Political Stability,2022,Placed,Finland,Siemens,33982,2.8,J1,OPT,TOEFL,7.8
S02162,Finland,Germany,Aachen,RWTH Aachen,Electrical Engineering,Social Sciences,2020,No,Scholarship,2023,Not Placed,N/A,N/A,0,3.76,Study Permit,Post-Study Visa,IELTS,5.7
S02163,Germany,Finland,Turku,Ã…bo Akademi University,Economics,Engineering,2019,No,Job Opportunities,2021,Placed,Finland,IBM,142082,3.16,Student Visa,Post-Study Visa,None,0
S02164,UAE,Russia,Novosibirsk,Novosibirsk State University,Business Administration,Medicine,2020,Yes,Job Opportunities,2022,Placed,Russia,Google,107306,3.49,Tier 4,Blue Card,IELTS,6.5
S02165,Russia,Germany,Heidelberg,Heidelberg University,Design,Arts,2022,No,Scholarship,2023,Not Placed,N/A,N/A,0,3.59,J1,OPT,None,0
S02166,USA,Canada,Ottawa,University of Ottawa,Political Science,Computer Science,2022,Yes,Political Stability,2025,Not Placed,N/A,N/A,0,3.23,Study Permit,OPT,Duolingo,8.3
S02167,USA,Russia,Moscow,Lomonosov Moscow State University,Architecture,Social Sciences,2019,Yes,Quality of Life,2020,Placed,Russia,Siemens,75390,2.58,Schengen Student Visa,Blue Card,TOEFL,5.8
S02168,Germany,UK,London,King's College London,Law,Arts,2022,No,Scholarship,2025,Placed,UK,Deloitte,81555,3.08,Schengen Student Visa,Blue Card,IELTS,8.7
S02169,UK,Germany,Munich,LMU Munich,Business Administration,Law,2021,No,Higher Ranking,2024,Placed,Germany,Microsoft,117531,3.23,Study Permit,Work Permit,IELTS,5.1
S02170,USA,Germany,Berlin,TU Berlin,Economics,Arts,2019,Yes,Scholarship,2021,Placed,Germany,SAP,137712,3.57,Student Visa,PSW,PTE,6.9
S02171,South Africa,UAE,Dubai,Middlesex University Dubai,Mechanical Engineering,Business,2023,No,Scholarship,2025,Placed,UAE,Facebook,93770,3.65,Study Permit,Post-Study Visa,TOEFL,8.7
S02172,Finland,UAE,Dubai,University of Dubai,Computer Science,Natural Sciences,2021,No,Higher Ranking,2023,Placed,UAE,IBM,113752,2.97,Tier 4,OPT,PTE,7.8
S02173,UK,UAE,Abu Dhabi,Zayed University,Medicine,Natural Sciences,2023,Yes,Job Opportunities,2025,Not Placed,N/A,N/A,0,2.65,Schengen Student Visa,Blue Card,TOEFL,8.6
S02174,Ireland,USA,Chicago,University of Chicago,Data Science,Law,2021,Yes,Quality of Life,2024,Placed,USA,Goldman Sachs,45257,3.05,Tier 4,Post-Study Visa,Duolingo,6
S02175,Canada,USA,Boston,Harvard University,Business Administration,Law,2021,No,Scholarship,2022,Placed,USA,Microsoft,70343,3.49,Study Permit,Post-Study Visa,TOEFL,6.5
S02176,UAE,Canada,London,Western University,Finance,Computer Science,2020,Yes,Job Opportunities,2023,Placed,Canada,Microsoft,35466,2.93,Student Visa,Post-Study Visa,IELTS,7.6
S02177,Germany,Finland,Helsinki,University of Helsinki,Data Science,Medicine,2023,No,Higher Ranking,2026,Placed,Finland,SAP,87419,3.42,Tier 4,Blue Card,IELTS,6
S02178,Finland,Germany,Munich,LMU Munich,Biotechnology,Social Sciences,2023,No,Job Opportunities,2026,Not Placed,N/A,N/A,0,3.22,Student Visa,Blue Card,PTE,8.4
S02179,Germany,UK,Cambridge,University of Cambridge,Political Science,Computer Science,2023,Yes,Scholarship,2026,Not Placed,N/A,N/A,0,3.41,J1,Blue Card,TOEFL,5.4
S02180,India,Canada,Edmonton,University of Alberta,Psychology,Engineering,2019,Yes,Scholarship,2020,Placed,Canada,Tesla,86092,3.62,J1,PSW,Duolingo,8.4
S02181,South Africa,Canada,Edmonton,University of Alberta,Political Science,Medicine,2023,Yes,Job Opportunities,2026,Not Placed,N/A,N/A,0,2.58,Tier 4,OPT,Duolingo,6.3
S02182,Russia,Canada,Kingston,Queen's University,Political Science,Arts,2022,No,Political Stability,2023,Placed,Canada,McKinsey,96600,3.36,Tier 4,Work Permit,None,0
S02183,Germany,Ireland,Dublin,University College Dublin,Business Administration,Medicine,2020,No,Job Opportunities,2023,Not Placed,N/A,N/A,0,3.83,Student Visa,PSW,IELTS,7.6
S02184,South Africa,UK,Birmingham,University of Birmingham,Finance,Engineering,2022,Yes,Higher Ranking,2023,Placed,UK,Amazon,148746,3.09,Schengen Student Visa,OPT,Duolingo,6.8
S02185,Finland,Germany,Aachen,RWTH Aachen,Mechanical Engineering,Law,2021,No,Job Opportunities,2023,Placed,Germany,Intel,143904,4,F1,Work Permit,TOEFL,8.2
S02186,India,UAE,Dubai,Heriot-Watt Dubai,Finance,Medicine,2022,Yes,Higher Ranking,2024,Not Placed,N/A,N/A,0,2.64,Student Visa,Work Permit,TOEFL,7.3
S02187,Germany,UK,Oxford,University of Oxford,Economics,Computer Science,2022,No,Political Stability,2023,Placed,UK,Facebook,78023,3.6,J1,Post-Study Visa,None,0
S02188,India,Canada,Ottawa,University of Ottawa,Economics,Natural Sciences,2021,No,Political Stability,2023,Placed,Canada,Tesla,68350,3.36,Study Permit,Blue Card,Duolingo,8.7
S02189,UK,India,Delhi,Delhi University,Civil Engineering,Business,2022,Yes,Quality of Life,2024,Placed,India,Goldman Sachs,135313,2.8,Study Permit,Blue Card,IELTS,6.3
S02190,Germany,Russia,Moscow,Moscow Institute of Physics and Technology,Medicine,Medicine,2023,No,Political Stability,2026,Placed,Russia,IBM,130943,3.48,J1,Work Permit,PTE,8.5
S02191,Germany,Russia,Saint Petersburg,Saint Petersburg State University,Medicine,Law,2020,No,Scholarship,2022,Placed,Russia,Intel,104999,3.28,J1,OPT,PTE,8.4
S02192,Ireland,UK,Cambridge,University of Cambridge,Data Science,Law,2019,No,Quality of Life,2021,Not Placed,N/A,N/A,0,3.79,Schengen Student Visa,PSW,PTE,6.6
S02193,Canada,Ireland,Dublin,Trinity College Dublin,Medicine,Computer Science,2021,No,Political Stability,2022,Placed,Ireland,Deloitte,140741,2.84,F1,OPT,TOEFL,7
S02194,UK,South Africa,Durban,University of KwaZulu-Natal,Design,Arts,2022,No,Political Stability,2024,Placed,South Africa,Google,33352,3.35,F1,Post-Study Visa,None,0
S02195,Russia,UK,Birmingham,University of Birmingham,Finance,Social Sciences,2019,Yes,Higher Ranking,2021,Not Placed,N/A,N/A,0,3.68,J1,PSW,PTE,7.6
S02196,USA,India,Delhi,Delhi University,Data Science,Engineering,2020,Yes,Higher Ranking,2021,Placed,India,McKinsey,99789,3.77,Tier 4,Work Permit,None,0
S02197,Canada,South Africa,Johannesburg,University of Johannesburg,Civil Engineering,Social Sciences,2019,Yes,Higher Ranking,2021,Not Placed,N/A,N/A,0,2.57,Student Visa,Work Permit,Duolingo,8.6
S02198,South Africa,Ireland,Dublin,University College Dublin,Law,Arts,2023,No,Quality of Life,2024,Not Placed,N/A,N/A,0,3.35,Study Permit,Blue Card,PTE,5.8
S02199,Canada,Finland,Espoo,Aalto University,Electrical Engineering,Medicine,2021,Yes,Political Stability,2024,Not Placed,N/A,N/A,0,3.55,Tier 4,Post-Study Visa,TOEFL,7.6
S02200,Canada,South Africa,Grahamstown,Rhodes University,Architecture,Arts,2022,No,Higher Ranking,2025,Not Placed,N/A,N/A,0,2.73,Student Visa,Blue Card,None,0
S02201,India,Russia,Moscow,Moscow Institute of Physics and Technology,Architecture,Social Sciences,2020,No,Scholarship,2022,Placed,Russia,Intel,81615,2.66,Tier 4,Work Permit,IELTS,6.4
S02202,Canada,Finland,Tampere,Tampere University,Biotechnology,Medicine,2021,Yes,Political Stability,2022,Not Placed,N/A,N/A,0,3.79,Tier 4,Blue Card,None,0
S02203,UAE,Finland,Joensuu,University of Eastern Finland,Data Science,Law,2022,Yes,Quality of Life,2025,Placed,Finland,SAP,96051,3.65,F1,PSW,None,0
S02204,India,Germany,Berlin,TU Berlin,Law,Business,2022,No,Job Opportunities,2025,Placed,Germany,Deloitte,63591,2.94,Tier 4,PSW,TOEFL,6.2
S02205,South Africa,Finland,Helsinki,University of Helsinki,Data Science,Social Sciences,2020,Yes,Scholarship,2021,Not Placed,N/A,N/A,0,2.63,Student Visa,Work Permit,None,0
S02206,South Africa,Ireland,Dublin,Trinity College Dublin,Civil Engineering,Arts,2020,No,Political Stability,2022,Placed,Ireland,Google,108741,3.87,Tier 4,Blue Card,TOEFL,7.6
S02207,South Africa,USA,Los Angeles,UCLA,Psychology,Medicine,2021,Yes,Job Opportunities,2022,Not Placed,N/A,N/A,0,2.86,Study Permit,OPT,None,0
S02208,Ireland,Germany,Munich,Technical University of Munich,Data Science,Medicine,2020,No,Political Stability,2021,Not Placed,N/A,N/A,0,3.17,Tier 4,OPT,PTE,5.3
S02209,Ireland,Finland,Helsinki,University of Helsinki,Political Science,Social Sciences,2023,Yes,Job Opportunities,2024,Not Placed,N/A,N/A,0,3.05,F1,Work Permit,TOEFL,6.9
S02210,Ireland,India,Delhi,Delhi University,Architecture,Natural Sciences,2022,Yes,Scholarship,2024,Placed,India,Siemens,106753,3.71,F1,Work Permit,Duolingo,6.4
S02211,Germany,UAE,Dubai,University of Dubai,Mechanical Engineering,Business,2021,Yes,Scholarship,2024,Placed,UAE,Google,76313,2.65,Study Permit,Work Permit,TOEFL,5
S02212,Germany,Canada,Toronto,University of Toronto,Electrical Engineering,Computer Science,2021,No,Job Opportunities,2022,Not Placed,N/A,N/A,0,3.52,F1,OPT,IELTS,7.2
S02213,India,UK,London,UCL,Computer Science,Natural Sciences,2022,Yes,Job Opportunities,2025,Placed,UK,Tesla,44450,3.34,Study Permit,Work Permit,PTE,6.3
S02214,South Africa,Ireland,Dublin,Technological University Dublin,Business Administration,Law,2019,No,Scholarship,2021,Not Placed,N/A,N/A,0,3.64,J1,OPT,None,0
S02215,South Africa,Germany,Berlin,TU Berlin,Data Science,Engineering,2023,Yes,Higher Ranking,2025,Not Placed,N/A,N/A,0,3.89,F1,PSW,None,0
S02216,Germany,South Africa,Johannesburg,University of Johannesburg,Business Administration,Medicine,2021,No,Political Stability,2024,Not Placed,N/A,N/A,0,3.43,F1,PSW,Duolingo,6.2
S02217,South Africa,Finland,Espoo,Aalto University,Economics,Business,2019,No,Political Stability,2022,Not Placed,N/A,N/A,0,3.89,Student Visa,OPT,IELTS,8.5
S02218,UAE,Germany,Stuttgart,University of Stuttgart,Psychology,Natural Sciences,2023,Yes,Political Stability,2026,Not Placed,N/A,N/A,0,3.46,Tier 4,PSW,None,0
S02219,India,USA,New York,NYU,Design,Arts,2020,No,Scholarship,2021,Placed,USA,Facebook,138405,3.64,J1,OPT,IELTS,7.3
S02220,South Africa,UK,London,Imperial College London,Business Administration,Computer Science,2023,Yes,Higher Ranking,2026,Not Placed,N/A,N/A,0,2.77,Student Visa,Blue Card,TOEFL,5.1
S02221,India,Germany,Berlin,TU Berlin,Architecture,Law,2023,No,Job Opportunities,2025,Not Placed,N/A,N/A,0,2.69,Student Visa,PSW,None,0
S02222,South Africa,UK,London,King's College London,Computer Science,Medicine,2022,Yes,Political Stability,2023,Not Placed,N/A,N/A,0,3.77,Study Permit,PSW,None,0
S02223,India,Germany,Heidelberg,Heidelberg University,Psychology,Medicine,2019,Yes,Job Opportunities,2022,Placed,Germany,Microsoft,71497,2.66,Study Permit,PSW,Duolingo,7.9
S02224,Ireland,Canada,Kingston,Queen's University,Law,Arts,2022,No,Higher Ranking,2023,Not Placed,N/A,N/A,0,3.21,F1,Work Permit,None,0
S02225,Ireland,South Africa,Grahamstown,Rhodes University,Finance,Social Sciences,2022,No,Quality of Life,2024,Not Placed,N/A,N/A,0,3.59,F1,PSW,Duolingo,7.6
S02226,South Africa,Canada,Vancouver,University of British Columbia,Data Science,Social Sciences,2021,No,Political Stability,2022,Placed,Canada,Facebook,75521,3.81,Study Permit,OPT,IELTS,6.2
S02227,Germany,UK,London,King's College London,Biotechnology,Natural Sciences,2021,Yes,Quality of Life,2024,Placed,UK,SAP,89708,3.68,J1,OPT,None,0
S02228,UK,Germany,Stuttgart,University of Stuttgart,Design,Natural Sciences,2022,No,Political Stability,2023,Not Placed,N/A,N/A,0,2.96,J1,OPT,None,0
S02229,UAE,USA,San Francisco,UC Berkeley,Law,Natural Sciences,2022,Yes,Political Stability,2025,Not Placed,N/A,N/A,0,2.68,J1,PSW,Duolingo,8.3
S02230,USA,UK,Oxford,University of Oxford,Psychology,Law,2023,Yes,Scholarship,2024,Not Placed,N/A,N/A,0,3.01,J1,OPT,TOEFL,6.4
S02231,Ireland,South Africa,Johannesburg,University of Johannesburg,Business Administration,Engineering,2020,Yes,Quality of Life,2021,Not Placed,N/A,N/A,0,3.67,Study Permit,PSW,Duolingo,8.5
S02232,Finland,Ireland,Dublin,Trinity College Dublin,Business Administration,Medicine,2023,Yes,Higher Ranking,2025,Not Placed,N/A,N/A,0,3.09,Schengen Student Visa,PSW,None,0
S02233,Russia,UAE,Sharjah,American University of Sharjah,Political Science,Law,2020,Yes,Higher Ranking,2023,Placed,UAE,IBM,141414,2.97,Student Visa,OPT,IELTS,6.9
S02234,UK,Canada,Toronto,University of Toronto,Computer Science,Medicine,2020,No,Higher Ranking,2021,Not Placed,N/A,N/A,0,3,Study Permit,Post-Study Visa,PTE,8.5
S02235,USA,South Africa,Pretoria,University of Pretoria,Finance,Law,2022,Yes,Scholarship,2025,Placed,South Africa,Tesla,34823,2.57,J1,OPT,Duolingo,8.4
S02236,Germany,India,Bangalore,IISc Bangalore,Design,Arts,2021,No,Quality of Life,2024,Not Placed,N/A,N/A,0,3.15,Student Visa,Post-Study Visa,PTE,5.5
S02237,UAE,South Africa,Johannesburg,University of the Witwatersrand,Finance,Computer Science,2022,No,Scholarship,2023,Not Placed,N/A,N/A,0,3.24,Student Visa,PSW,IELTS,8.1
S02238,Finland,UK,Oxford,University of Oxford,Finance,Arts,2022,Yes,Scholarship,2023,Placed,UK,Siemens,50930,2.69,J1,OPT,PTE,8.6
S02239,Finland,South Africa,Johannesburg,University of the Witwatersrand,Law,Natural Sciences,2019,No,Higher Ranking,2021,Not Placed,N/A,N/A,0,2.66,Study Permit,Post-Study Visa,TOEFL,6.6
S02240,India,Russia,Kazan,Kazan Federal University,Economics,Arts,2021,Yes,Political Stability,2023,Placed,Russia,Amazon,134090,2.93,Schengen Student Visa,OPT,PTE,8
S02241,Finland,UK,Manchester,University of Manchester,Psychology,Social Sciences,2019,No,Quality of Life,2022,Placed,UK,McKinsey,73505,2.73,Schengen Student Visa,OPT,Duolingo,5.6
S02242,UAE,Canada,Vancouver,University of British Columbia,Law,Computer Science,2023,No,Scholarship,2025,Not Placed,N/A,N/A,0,3.86,Tier 4,Post-Study Visa,Duolingo,8.3
S02243,Canada,South Africa,Cape Town,University of Cape Town,Law,Social Sciences,2019,Yes,Political Stability,2020,Placed,South Africa,Siemens,39726,3.41,Tier 4,OPT,PTE,8.1
S02244,USA,South Africa,Cape Town,University of Cape Town,Architecture,Computer Science,2023,No,Job Opportunities,2025,Not Placed,N/A,N/A,0,2.9,Study Permit,OPT,None,0
S02245,Russia,UAE,Dubai,Manipal Academy Dubai,Medicine,Arts,2022,No,Scholarship,2025,Not Placed,N/A,N/A,0,3.44,F1,Post-Study Visa,PTE,5.6
S02246,USA,Germany,Heidelberg,Heidelberg University,Finance,Engineering,2019,Yes,Higher Ranking,2021,Placed,Germany,Amazon,98536,3.54,Study Permit,Post-Study Visa,TOEFL,6.7
